Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,,Treatment,Years,location,Region_cn
PHP85,PRJNA609577,PHP85,-,,,69,211.3,72,34.1,10.1,81.7,41.5,3,156.8,24.2,24.83,2,2,14,,,,,2016,HeBei Province,河北省
OS602,PRJNA609577,OS602,-,,,61,184.8,60.2,32.6,7.9,70.1,27.6,7.2,134.7,46.5,17.55,2,2,12,,,,,2016,HeBei Province,河北省
OQ403,PRJNA609577,OQ403,-,,,58,170.7,50.3,29.4,6.5,61.9,26.5,6.5,140.2,42.1,17.61,2,2,13.3,,,,,2016,HeBei Province,河北省
Tian4,PRJNA609577,Tian4,-,,,65,199.3,95.5,47.9,10.6,66.4,29.7,17.8,161.7,20.3,22.08,1,2,15.4,,,,,2016,HeBei Province,河北省
LH190,PRJNA609577,LH190,-,,,73,201.5,81,40.2,9,76,34,9,155.4,26,24.47,2,2,14,,,,,2016,HeBei Province,河北省
27_263,PRJNA609577,27_263,-,,,65,232.6,105.8,45.5,10.8,79,47.3,10.7,155.8,25,22.72,2,2,12,,,,,2016,HeBei Province,河北省
LH160,PRJNA609577,LH160,-,,,57,200,62.5,31.3,8.1,68,38,6.5,147.3,41.2,18.6,2,2,13,,,,,2016,HeBei Province,河北省
PHN82,PRJNA609577,PHN82,-,,,68,185.8,49,26.4,9.2,77.3,37.3,5.4,145.5,38.5,17.07,2,2,15.2,,,,,2016,HeBei Province,河北省
E8501,PRJNA609577,E8501,-,,,70,232.5,82.8,35.6,9.7,73,41.8,8.3,144.8,40.5,22.38,2,2,10,,,,,2016,HeBei Province,河北省
Dong46,PRJNA609577,Dong46,-,,,76,150.7,70.8,46.9,8.2,59.2,23.8,8.1,,,,,,,78,2,,,2017,JiLin Province,吉林省
K10,PRJNA609577,K10,-,,,76,193.8,60.8,31.4,9.6,69,32.7,10.4,153.3,30.4,,,,,78,2,,,2017,JiLin Province,吉林省
3IBZ2,PRJNA609577,3IBZ2,-,,,70,162.1,44.8,27.6,7.8,61,31.5,7.4,110,77.5,,,,,73,3,,,2017,JiLin Province,吉林省
Lx9801,PRJNA609577,Lx9801,-,,,87,254.1,106.5,42,8.9,79.4,36.5,10.4,173.8,10.1,,,,,87,0,,,2017,JiLin Province,吉林省
444,PRJNA609577,444,-,,,85,176.2,71.9,40.8,8.4,63.6,32.8,13.5,149.2,33.4,,,,,86.5,1.5,,,2017,JiLin Province,吉林省
Jing7,PRJNA609577,Jing7,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Ji853,PRJNA609577,Ji853,-,,,80,228,88.3,38.7,7.6,75.6,33.4,6.3,138.9,43.5,,,,,81,1,,,2017,JiLin Province,吉林省
Tangsipingtou,PRJNA609577,Tangsipingtou,-,,,88.5,190.3,99,52,7.5,53.8,26.9,12.4,149.5,33.6,,,,,89.5,1,,,2017,JiLin Province,吉林省
196,PRJNA609577,196,-,,,86.5,203.5,80,39.3,7.5,69.3,28.3,6.9,173.1,10.6,,,,,87.5,1,,,2017,JiLin Province,吉林省
NS501,PRJNA609577,NS501,-,,,74.5,169.6,66.9,39.5,6.4,59.2,28.3,11,119.7,55.3,,,,,75,0.5,,,2017,JiLin Province,吉林省
Ji846,PRJNA609577,Ji846,-,,,,236.5,121.5,51.4,8.3,70.5,40.2,12.8,154.2,25.3,,,,,,,,,2017,JiLin Province,吉林省
P138,PRJNA609577,P138,-,,,85.5,206.2,104.8,50.8,9.6,74.7,27.6,8.9,161.4,22.8,,,,,86,0.5,,,2017,JiLin Province,吉林省
Shen137,PRJNA609577,Shen137,-,,,91,242.6,110.8,45.7,9.5,91.3,33.3,21.3,167,19.1,,,,,91.5,0.5,,,2017,JiLin Province,吉林省
Qi319,PRJNA609577,Qi319,-,,,89,239,92.8,38.8,7.1,93.3,38.7,14.3,163.4,21.4,,,,,91,2,,,2017,JiLin Province,吉林省
698_3,PRJNA609577,698_3,-,,,89,216.1,86.4,40,9.8,79.1,35,7.4,160.7,22.9,,,,,90.5,1.5,,,2017,JiLin Province,吉林省
Longkang11,PRJNA609577,Longkang11,-,,,81,189,67.3,35.5,7.7,65.9,35.9,9.8,142.2,41.9,,,,,81,0,,,2017,JiLin Province,吉林省
Huobai,PRJNA609577,Huobai,-,,,83.5,216.2,101.2,46.8,6.9,64,27.9,13.1,154.3,28,,,,,84.5,1,,,2017,JiLin Province,吉林省
9058,PRJNA609577,9058,-,,,84.5,225.7,74.2,32.8,11.7,69.1,31.8,11.6,173.3,8.7,,,,,86,1.5,,,2017,JiLin Province,吉林省
FBLA,PRJNA609577,FBLA,-,,,75.5,206.6,63.6,30.6,7.4,71.7,29.9,5.8,142.4,38,,,,,76,0.5,,,2017,JiLin Province,吉林省
Huotanghuang17,PRJNA609577,Huotanghuang17,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
7884_7Ht,PRJNA609577,7884_7Ht,-,,,87,213.8,96,44.9,9.9,82.2,34.1,7.8,165.5,14.7,,,,,87.5,0.5,,,2017,JiLin Province,吉林省
81162,PRJNA609577,81162,-,,,85.5,121.5,50.6,41.7,9.1,59,21.7,5.6,168,15.3,,,,,86.5,1,,,2017,JiLin Province,吉林省
PHH93,PRJNA609577,PHH93,-,,,75,198.3,85.6,43.2,7.7,76.2,37.3,12.3,151.9,27.3,,,,,76,1,,,2017,JiLin Province,吉林省
Aijin525,PRJNA609577,Aijin525,-,,,89,193.3,83.8,43.3,10,70.4,27.7,25.5,160.6,22.4,,,,,90,1,,,2017,JiLin Province,吉林省
787,PRJNA609577,787,-,,,90,229.2,63.4,27.6,9.8,75.4,29.1,1,170.9,14.5,,,,,90.5,0.5,,,2017,JiLin Province,吉林省
LH220Ht,PRJNA609577,LH220Ht,-,,,79,177.6,68.3,38.4,6.7,73,25.4,5.6,148.1,31.6,,,,,79.5,0.5,,,2017,JiLin Province,吉林省
W23,PRJNA609577,W23,-,,,79,183.7,,,6.5,49.5,27.1,5.9,164.7,20.4,,,,,79,0,,,2017,JiLin Province,吉林省
H84,PRJNA609577,H84,-,,,80.5,218,86.6,39.7,8,68.2,24.2,7.3,153.7,22.8,,,,,80.5,0,,,2017,JiLin Province,吉林省
B76,PRJNA609577,B76,-,,,81.5,219.9,103,46.8,10,63.3,31.9,8.5,136.8,46.9,,,,,82,0.5,,,2017,JiLin Province,吉林省
B100,PRJNA609577,B100,-,,,77.5,166.3,58.8,35.3,9,65.5,32.2,7.8,152.7,25.9,,,,,78.5,1,,,2017,JiLin Province,吉林省
Qi35,PRJNA609577,Qi35,-,,,86,249.3,89.4,35.8,9,76.8,41.6,6.4,140.6,41.9,,,,,89,3,,,2017,JiLin Province,吉林省
B73,PRJNA609577,B73,-,,,85.5,233.1,95.5,41,8.6,76,32,8.4,164.7,20,,,,,86,0.5,,,2017,JiLin Province,吉林省
BZN,PRJNA609577,BZN,-,,,75,181.4,42.8,23.4,9.8,64.5,33.5,4.9,164.8,16.2,,,,,78.5,3.5,,,2017,JiLin Province,吉林省
A632,PRJNA609577,A632,-,,,78,206,82.2,39.9,7.9,70.3,32.3,8.9,133.8,43.3,,,,,82,4,,,2017,JiLin Province,吉林省
200B,PRJNA609577,200B,-,,,78.5,201.2,79,39.3,10.4,68.5,35.5,13.6,164.1,14.9,,,,,81.5,3,,,2017,JiLin Province,吉林省
Zong3,PRJNA609577,Zong3,-,,,79.5,192.1,64.7,33.6,9.2,68,27.5,14.2,162.1,25.3,,,,,85.5,6,,,2017,JiLin Province,吉林省
Zi330,PRJNA609577,Zi330,-,,,80.5,251.2,110.8,44.1,10.8,81.3,32.6,17.6,149.1,34.4,,,,,84.5,4,,,2017,JiLin Province,吉林省
488,PRJNA609577,488,-,,,84,203.8,84.3,41.2,10.4,69.6,30.1,16,173.9,12.8,,,,,85.5,1.5,,,2017,JiLin Province,吉林省
Xi14,PRJNA609577,Xi14,-,,,83,198.2,86.3,43.5,9.8,72,28.1,9.8,123.6,67,,,,,84.5,1.5,,,2017,JiLin Province,吉林省
K4,PRJNA609577,K4,-,,,85.5,220.5,98.4,44.6,9.3,76,33,18.3,163.6,18.3,,,,,87,1.5,,,2017,JiLin Province,吉林省
OH40B,PRJNA609577,OH40B,-,,,77,208.7,82.8,39.8,8.2,82.4,37.3,7.3,,,,,,,79.5,2.5,,,2017,JiLin Province,吉林省
OH33,PRJNA609577,OH33,-,,,79.5,259.6,103.9,39.9,7.8,81.8,41.4,13,158.1,31,,,,,84,4.5,,,2017,JiLin Province,吉林省
Tai184,PRJNA609577,Tai184,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
C102,PRJNA609577,C102,-,,,86.5,298.9,126.4,42.3,8.7,76.9,37.9,11,151.9,38.9,,,,,87,0.5,,,2017,JiLin Province,吉林省
OH7B,PRJNA609577,OH7B,-,,,83.5,278,120.4,43.3,8.5,81.5,44.5,9.3,167.9,11.3,,,,,83,4,,,2017,JiLin Province,吉林省
R4,PRJNA609577,R4,-,,,,,,,,,,,148.9,28.8,,,,,,,,,2017,JiLin Province,吉林省
N6,PRJNA609577,N6,-,,,86,206.2,88.3,42.8,6.9,77.3,31.4,10.5,151.2,26.6,,,,,88.5,2.5,,,2017,JiLin Province,吉林省
K64,PRJNA609577,K64,-,,,91,226.6,90.5,39.6,6.2,72.3,30.8,12.7,154.9,24,,,,,93,2,,,2017,JiLin Province,吉林省
CM7,PRJNA609577,CM7,-,,,69,185.7,33.5,18.1,11.1,71.8,41,8.3,161,22.1,,,,,70.5,1.5,,,2017,JiLin Province,吉林省
A6,PRJNA609577,A6,-,,,,261.3,136.2,52.2,8.7,92.2,36.6,17.7,153.4,27.6,,,,,,,,,2017,JiLin Province,吉林省
H5,PRJNA609577,H5,-,,,82,213,89.3,42,9.3,68.3,29.1,10,139.9,34.2,,,,,83.5,1.5,,,2017,JiLin Province,吉林省
B2,PRJNA609577,B2,-,,,85,229.6,92.6,40.3,7.7,80,37.2,16.2,140.6,39.1,,,,,87,2,,,2017,JiLin Province,吉林省
38_11,PRJNA609577,38_11,-,,,92.5,274.3,137.4,50.1,7.8,90.4,43.3,11.9,153.6,30.1,,,,,94.5,2,,,2017,JiLin Province,吉林省
MS153,PRJNA609577,MS153,-,,,77,195.2,79.3,40.6,10.8,64.8,36.9,12.6,149.6,28.2,,,,,77.5,0.5,,,2017,JiLin Province,吉林省
I159,PRJNA609577,I159,-,,,90,227,100.5,44.3,7.5,75.7,26.3,8.1,143.4,39.6,,,,,92,2,,,2017,JiLin Province,吉林省
Xinaiguang10,PRJNA609577,Xinaiguang10,-,,,,245.9,111.8,45.5,8.5,,36,13,161.6,23.6,,,,,,,,,2017,JiLin Province,吉林省
A375,PRJNA609577,A375,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
A374,PRJNA609577,A374,-,,,79.5,181.1,70,38.6,7.9,82,29.5,10.3,,,,,,,81,1.5,,,2017,JiLin Province,吉林省
A334,PRJNA609577,A334,-,,,79,174.3,80.4,46,7.5,67.7,21.6,19.6,,,,,,,80.5,1.5,,,2017,JiLin Province,吉林省
Dan341,PRJNA609577,Dan341,-,,,93,196.8,85.8,43.4,11.2,77.1,32.3,20.8,151.6,28.9,,,,,93.5,0.5,,,2017,JiLin Province,吉林省
K55,PRJNA609577,K55,-,,,86.5,181.6,60.5,33.2,8.2,62.4,30.4,14.7,162.8,22.5,,,,,81,,,,2017,JiLin Province,吉林省
A188,PRJNA609577,A188,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
CI31A,PRJNA609577,CI31A,-,,,90,207.7,91.8,44.2,7.8,76.5,38.7,14.8,148.7,29,,,,,91.5,1.5,,,2017,JiLin Province,吉林省
CM37,PRJNA609577,CM37,-,,,70.5,138.8,31.5,22.7,7.8,61.5,32.1,7.5,,,,,,,73,2.5,,,2017,JiLin Province,吉林省
Dan99chang,PRJNA609577,Dan99chang,-,,,86.5,232.9,105.3,45.2,10.3,67.7,31,8.3,167.3,16.5,,,,,87,0.5,,,2017,JiLin Province,吉林省
R168,PRJNA609577,R168,-,,,80,202.8,80,39.4,8,72.9,33.7,11.5,140.1,50.2,,,,,80.5,0.5,,,2017,JiLin Province,吉林省
N28,PRJNA609577,N28,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
LD61,PRJNA609577,LD61,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
LH212Ht,PRJNA609577,LH212Ht,-,,,81,224.7,89.5,39.8,7.9,74.3,31.6,4.9,149.8,30.5,,,,,82,1,,,2017,JiLin Province,吉林省
LH208,PRJNA609577,LH208,-,,,79.5,210.6,79.5,37.7,8.3,70.4,33.1,5.9,143.7,44.2,,,,,83,3.5,,,2017,JiLin Province,吉林省
LH181,PRJNA609577,LH181,-,,,80.5,256.9,103.6,40.3,11.1,73.4,38.6,5.3,158.6,19.5,,,,,85.5,5,,,2017,JiLin Province,吉林省
LH128,PRJNA609577,LH128,-,,,82.5,222,68,30.6,7.6,66.7,27.5,6.5,150.1,22.3,,,,,84,1.5,,,2017,JiLin Province,吉林省
NL001,PRJNA609577,NL001,-,,,79,189.9,77.8,40.6,7.4,64.8,25.2,7.3,146.4,29.1,,,,,79.5,0.5,,,2017,JiLin Province,吉林省
BCC03,PRJNA609577,BCC03,-,,,81.5,227.7,68,29.8,7.3,84.1,35.3,11.3,158.6,23.2,,,,,83.5,2,,,2017,JiLin Province,吉林省
PHV07,PRJNA609577,PHV07,-,,,81.5,212.3,83.2,39.2,9.2,65,34.7,1.8,158.3,25.7,,,,,82.5,1,,,2017,JiLin Province,吉林省
PHP76,PRJNA609577,PHP76,-,,,79,187.6,71.2,37.9,7.4,73.5,39.2,7.3,153.3,24.2,,,,,82.5,3.5,,,2017,JiLin Province,吉林省
PHJ65,PRJNA609577,PHJ65,-,,,92,253.4,97.2,38.3,9.3,91.6,34.5,18.6,158.6,22.7,,,,,92,0,,,2017,JiLin Province,吉林省
LH191,PRJNA609577,LH191,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Zaodahuang,PRJNA609577,Zaodahuang,-,,,75.5,186.8,82.1,43.8,7.6,66,22.3,5.3,145.4,39.8,,,,,77,1.5,,,2017,JiLin Province,吉林省
832,PRJNA609577,832,-,,,85.5,226.9,92.6,40.8,8.2,69.3,26.6,6.9,170.1,14.7,,,,,86,0.5,,,2017,JiLin Province,吉林省
803,PRJNA609577,803,-,,,84,158,71.5,45.3,8.4,70.8,26.2,11.1,176.2,12.2,,,,,84.5,0.5,,,2017,JiLin Province,吉林省
434,PRJNA609577,434,-,,,74,165.6,51.8,31.2,9.9,71.3,32.9,10.4,152.6,28.7,,,,,78,4,,,2017,JiLin Province,吉林省
4112,PRJNA609577,4112,-,,,79,203.8,76.6,37.6,9.7,64.5,27.7,5.8,172.2,16.9,,,,,80.5,1.5,,,2017,JiLin Province,吉林省
4F1,PRJNA609577,4F1,-,,,79.5,217.9,77.9,35.8,8.9,68.2,36.6,12.7,144.1,40.9,,,,,82,2.5,,,2017,JiLin Province,吉林省
812,PRJNA609577,812,-,,,85,210.8,82.1,38.9,9.8,78.2,29.7,10.4,174.3,15.1,,,,,85.5,0.5,,,2017,JiLin Province,吉林省
446,PRJNA609577,446,-,,,76,210.3,70.7,33.6,10.7,76.4,35.3,16.7,156.7,24.2,,,,,82,6,,,2017,JiLin Province,吉林省
Yan414,PRJNA609577,Yan414,-,,,83,197.5,84.8,42.9,11.4,70.9,30.1,5.4,163.4,18,,,,,85.5,2.5,,,2017,JiLin Province,吉林省
CI66,PRJNA609577,CI66,-,,,93.5,181.3,69.5,38.2,8.7,62.3,29,12.1,161.9,25.6,,,,,95.5,2,,,2017,JiLin Province,吉林省
Dahuang46,PRJNA609577,Dahuang46,-,,,79.5,221.3,111,50.2,8.5,53.7,38.2,13,111.7,76.2,,,,,82.5,3,,,2017,JiLin Province,吉林省
Oh7,PRJNA609577,Oh7,-,,,87.5,250.6,86.4,34.5,7.5,74.4,38.7,11.7,167.5,17.3,,,,,90,2,,,2017,JiLin Province,吉林省
KY228,PRJNA609577,KY228,-,,,86.5,231.1,76.6,33.1,9.2,76.9,29.5,21.3,161.5,26,,,,,89.5,3,,,2017,JiLin Province,吉林省
CM105,PRJNA609577,CM105,-,,,74,172.3,60.6,35.2,8.5,69,26,3.9,,,,,,,75.5,1.5,,,2017,JiLin Province,吉林省
B57,PRJNA609577,B57,-,,,83,192.8,76.2,39.5,8,73.3,29.8,21.1,140.9,41.5,,,,,84,1,,,2017,JiLin Province,吉林省
B69,PRJNA609577,B69,-,,,84.5,238.9,98.8,41.4,9,69.7,30.5,9.9,143.2,41,,,,,87,2.5,,,2017,JiLin Province,吉林省
Mo18W,PRJNA609577,Mo18W,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
B64,PRJNA609577,B64,-,,,87,226.5,97.3,42.9,7.9,85.3,39.2,9.5,159.7,25.2,,,,,88,1,,,2017,JiLin Province,吉林省
B96,PRJNA609577,B96,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
I_205,PRJNA609577,I_205,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Liao2202,PRJNA609577,Liao2202,-,,,93,208.8,91.2,43.6,11.1,62.4,34.1,19.2,166,20,,,,,95,2,,,2017,JiLin Province,吉林省
B10,PRJNA609577,B10,-,,,,,,,,,,,143.9,24.6,,,,,,,,,2017,JiLin Province,吉林省
B8,PRJNA609577,B8,-,,,76.5,195,95,48.7,7.8,61.4,28.4,14.4,138.8,43.7,,,,,79,2.5,,,2017,JiLin Province,吉林省
A171,PRJNA609577,A171,-,,,75,226,83,36.7,11,78,27,9,,,,,,,76.5,1.5,,,2017,JiLin Province,吉林省
Lv10,PRJNA609577,Lv10,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
PHJ40,PRJNA609577,PHJ40,-,,,67,166.3,69,41.5,8.7,62.7,33.8,4.9,136.4,44,,,,,69,2,,,2017,JiLin Province,吉林省
A71,PRJNA609577,A71,-,,,77,209.4,80,38.2,9.1,75.8,42.2,13,107.4,71.1,,,,,78,1,,,2017,JiLin Province,吉林省
C14,PRJNA609577,C14,-,,,77,162.2,61.3,37.7,7.5,69.6,29.8,9.2,113.5,62.8,,,,,78,1,,,2017,JiLin Province,吉林省
C46,PRJNA609577,C46,-,,,78,164,69,42.1,,,29.9,17.7,,,,,,,79,1,,,2017,JiLin Province,吉林省
Baihe43,PRJNA609577,Baihe43,-,,,85,206.3,61.7,29.9,9.9,75.2,38.3,9.7,163.6,20.7,,,,,85,0,,,2017,JiLin Province,吉林省
R177,PRJNA609577,R177,-,,,79,193.5,48.3,24.8,9.5,71.2,34.3,9.8,143.1,36,,,,,82.5,3.5,,,2017,JiLin Province,吉林省
R2,PRJNA609577,R2,-,,,81.5,206,83,40.3,8.9,75.3,37.3,11.9,156.9,28.3,,,,,82.5,1,,,2017,JiLin Province,吉林省
W9,PRJNA609577,W9,-,,,72,150,52,34.7,8.6,62.5,26.4,10.3,,,,,,,74.5,2.5,,,2017,JiLin Province,吉林省
W22,PRJNA609577,W22,-,,,78.5,203.4,74.8,36.8,10.3,71.5,33.4,12,144.7,30,,,,,80.5,2,,,2017,JiLin Province,吉林省
PHR30,PRJNA609577,PHR30,-,,,79,215.6,89.6,41.6,9.5,61.1,34,4.8,155.5,26,,,,,79,0,,,2017,JiLin Province,吉林省
Ji63,PRJNA609577,Ji63,-,,,76.5,188.2,86.8,45.9,9.8,66.9,34.4,13.2,151.2,27.5,,,,,77.5,1,,,2017,JiLin Province,吉林省
Dong237,PRJNA609577,Dong237,-,,,76,172.2,46.1,26.8,8.7,72.3,25.2,6.3,154.1,29.7,,,,,78,2,,,2017,JiLin Province,吉林省
Chang3,PRJNA609577,Chang3,-,,,82.5,201.3,73.5,36.5,9.2,67.3,33.3,10.9,158.5,24.5,,,,,85,2.5,,,2017,JiLin Province,吉林省
Lv9kuan,PRJNA609577,Lv9kuan,-,,,88.5,213.4,88.7,41.5,9.2,70.1,28.7,27.9,163,24.6,,,,,90.5,2,,,2017,JiLin Province,吉林省
PHBA6,PRJNA609577,PHBA6,-,,,75,261.3,99.4,38.1,7.2,79.1,39.6,14.8,154.2,27.2,,,,,77,2,,,2017,JiLin Province,吉林省
48_2,PRJNA609577,48_2,-,,,92,199.4,94.2,47.2,8.3,92.6,34.3,16.8,167.5,18.8,,,,,93.5,1.5,,,2017,JiLin Province,吉林省
Luyuan92,PRJNA609577,Luyuan92,-,,,81,209,82.7,39.6,9.8,63.4,31.9,8.8,143.1,36.2,,,,,82.5,1.5,,,2017,JiLin Province,吉林省
LH215,PRJNA609577,LH215,-,,,86.5,243.1,86.7,35.6,8.7,66.1,32.6,5,150.6,31.1,,,,,87.5,1,,,2017,JiLin Province,吉林省
LH162,PRJNA609577,LH162,-,,,73,173.2,71.1,41.1,8.1,70.8,34.5,13.8,,,,,,,74.5,1.5,,,2017,JiLin Province,吉林省
LH196,PRJNA609577,LH196,-,,,79,220,62.6,28.5,7.7,75,34.2,6.3,158.2,17.9,,,,,78.5,-0.5,,,2017,JiLin Province,吉林省
2MA22,PRJNA609577,2MA22,-,,,75,214.7,59.4,27.7,8.7,84.1,38.1,5.7,160.8,20.2,,,,,78,3,,,2017,JiLin Province,吉林省
H99,PRJNA609577,H99,-,,,77,116.5,23.8,20.5,7.2,56.3,23.8,5.5,160.4,26.2,,,,,78.5,1.5,,,2017,JiLin Province,吉林省
WIL_25,PRJNA609577,WIL_25,-,,,84.5,230.8,69.7,30.1,8.8,76.8,38.8,2.1,163.6,23.2,,,,,85,0.5,,,2017,JiLin Province,吉林省
LH205,PRJNA609577,LH205,-,,,79.5,209.9,70.7,33.7,7,67.8,27.9,6.6,156,25.4,,,,,83.5,4,,,2017,JiLin Province,吉林省
DH40,PRJNA609577,DH40,-,,,91,270.8,115.6,42.7,9.9,77.2,35.9,9.8,166.3,10.8,,,,,92,1,,,2017,JiLin Province,吉林省
PH207,PRJNA609577,PH207,-,,,74,191,75.1,39.5,7.1,70,35.9,17.5,138.2,40.6,,,,,77.5,3.5,,,2017,JiLin Province,吉林省
Y223,PRJNA609577,Y223,-,,,83,204.3,86.9,42.5,11,60.7,26.1,4.2,157,25.5,,,,,83.5,0.5,,,2017,JiLin Province,吉林省
Fu8501,PRJNA609577,Fu8501,-,,,83.5,209.3,98.3,47,12,69.3,31,10.8,165.7,17.3,,,,,85.5,2,,,2017,JiLin Province,吉林省
PHGG7,PRJNA609577,PHGG7,-,,,70,210.2,77.2,36.7,,,36,13,131.8,49.7,,,,,71.5,1.5,,,2017,JiLin Province,吉林省
MQ305,PRJNA609577,MQ305,-,,,75.5,171.1,55.3,32.2,7.7,64.9,29.4,10.4,149.2,35.7,,,,,77,1.5,,,2017,JiLin Province,吉林省
18_599,PRJNA609577,18_599,-,,,95,236.5,126,53.3,8.3,85.8,30.3,15.6,162.5,27.3,,,,,,,,,2017,JiLin Province,吉林省
Lv28,PRJNA609577,Lv28,-,,,81,195,79.5,40.8,7.3,63.6,21.4,13,162.2,21.8,,,,,84,3,,,2017,JiLin Province,吉林省
LH193,PRJNA609577,LH193,-,,,82,192.7,56.9,29.5,7.6,68.6,31.4,5.9,154.9,25.1,,,,,83,1,,,2017,JiLin Province,吉林省
87_1,PRJNA609577,87_1,-,,,90,204,74.3,36.4,11.6,81.8,31.5,14.2,167.2,18.5,,,,,92.5,2.5,,,2017,JiLin Province,吉林省
WIL_21,PRJNA609577,WIL_21,-,,,81.5,203.5,58.3,28.6,9.3,74.1,35.3,6.3,153.9,29,,,,,85.5,4,,,2017,JiLin Province,吉林省
WIL_24,PRJNA609577,WIL_24,-,,,84,193.4,71.4,36.9,7.4,69.8,31.8,9.4,160.7,19,,,,,84.5,0.5,,,2017,JiLin Province,吉林省
A554,PRJNA609577,A554,-,,,74.5,158.4,54.4,34.3,8.2,57.8,29.7,13.1,,,,,,,76,1.5,,,2017,JiLin Province,吉林省
LH194,PRJNA609577,LH194,-,,,88.5,187.5,59.4,31.7,7.8,71.7,29.3,6.6,162.6,16.8,,,,,90.5,2,,,2017,JiLin Province,吉林省
NQ508,PRJNA609577,NQ508,-,,,85,220.6,94.5,42.8,8,68.7,35.5,7.2,149.4,37.3,,,,,86,1,,,2017,JiLin Province,吉林省
ICI_893,PRJNA609577,ICI_893,-,,,79,195.4,62.8,32.2,8.5,66.3,29.7,7.1,149.8,23.3,,,,,79.5,0.5,,,2017,JiLin Province,吉林省
ICI_441,PRJNA609577,ICI_441,-,,,83,208.2,70,33.6,7.8,74.6,32,7,163.4,20.3,,,,,85.5,2.5,,,2017,JiLin Province,吉林省
ICI_193,PRJNA609577,ICI_193,-,,,78.5,218.2,105.5,48.3,7.7,67.7,30.8,11.7,149.4,40.6,,,,,78.5,0,,,2017,JiLin Province,吉林省
LH222,PRJNA609577,LH222,-,,,78,175.2,59.2,33.8,7.2,59.1,23.2,5.4,113.4,58.8,,,,,77.5,-0.5,,,2017,JiLin Province,吉林省
83IBI3,PRJNA609577,83IBI3,-,,,74,174.3,60.2,34.5,7.3,68.1,36.5,9.6,154,25.9,,,,,75.5,1.5,,,2017,JiLin Province,吉林省
LIBC_4,PRJNA609577,LIBC_4,-,,,77,185.6,79.5,42.8,9.2,65.1,32.1,4.4,134.5,50.9,,,,,77.5,0.5,,,2017,JiLin Province,吉林省
F118,PRJNA609577,F118,-,,,88,220.9,79.4,36,8.7,84,33.2,13.3,159.9,22.8,,,,,90,2,,,2017,JiLin Province,吉林省
LH209,PRJNA609577,LH209,-,,,81,217.3,79.9,36.7,7.5,72.7,28.9,7.1,160.4,16,,,,,81.5,0.5,,,2017,JiLin Province,吉林省
MBUB,PRJNA609577,MBUB,-,,,83,205.7,60,29.2,9.9,64.9,26.5,1.3,155.6,27.7,,,,,85.5,2.5,,,2017,JiLin Province,吉林省
Hua160,PRJNA609577,Hua160,-,,,78,172.7,83.9,48.5,10.7,55.4,26.9,12.5,162,21.9,,,,,79,1,,,2017,JiLin Province,吉林省
LH206,PRJNA609577,LH206,-,,,79,190.8,71.3,37.4,8.9,77.8,31.7,5.6,158.2,26.4,,,,,81,2,,,2017,JiLin Province,吉林省
LH127,PRJNA609577,LH127,-,,,79,205.5,83.2,40.5,9.4,70,41.1,5.9,147.4,36.2,,,,,79.5,0.5,,,2017,JiLin Province,吉林省
2FACC,PRJNA609577,2FACC,-,,,78,184.6,73.3,39.6,9.1,67.7,26.9,10.5,163,25.1,,,,,79,1,,,2017,JiLin Province,吉林省
PHP55,PRJNA609577,PHP55,-,,,78.5,218.9,83.1,38,9.7,72.8,33.3,18.3,150.9,29.8,,,,,79,0.5,,,2017,JiLin Province,吉林省
WIL_8,PRJNA609577,WIL_8,-,,,84.5,227.6,82.1,35.8,9.9,76.9,32.2,6.4,162,21.6,,,,,85,0.5,,,2017,JiLin Province,吉林省
WIL_11,PRJNA609577,WIL_11,-,,,78,192.6,80.8,41.9,9.1,71.8,30.8,7.9,174.3,11.2,,,,,83,5,,,2017,JiLin Province,吉林省
8723,PRJNA609577,8723,-,,,84,202.2,69.4,34.2,9.3,75.6,35.1,9,171.9,16.1,,,,,85,1,,,2017,JiLin Province,吉林省
WIL_14,PRJNA609577,WIL_14,-,,,81,176.3,68,37.2,9.7,72.7,26.3,10.1,167.7,14,,,,,82,1,,,2017,JiLin Province,吉林省
